0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;98.155;0.000;0.000;0.000;0.000;9.701;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1
1;91.708;0.000;0.000;0.000;0.000;10.788;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1
1;96.436;0.000;0.000;0.000;0.000;8.316;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1
1;101.000;0.000;0.000;0.000;0.000;8.584;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1
1;97.106;0.000;0.000;0.000;0.000;9.929;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1
1;92.780;0.000;0.000;0.000;0.000;10.192;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1
1;95.556;0.000;0.000;0.000;0.000;8.579;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1
1;96.884;0.000;0.000;0.000;0.000;8.783;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1
1;100.573;0.000;0.000;0.000;0.000;10.201;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1
1;91.928;0.000;0.000;0.000;0.000;10.710;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1
1;93.189;0.000;0.000;0.000;0.000;9.347;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1
1;100.260;0.000;0.000;0.000;0.000;8.765;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1
1;95.074;0.000;0.000;0.000;0.000;9.572;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1
1;107.816;0.000;0.000;0.000;0.000;8.468;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1
1;115.358;0.000;0.000;0.000;0.000;8.658;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1
1;102.581;0.000;0.000;0.000;0.000;7.465;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1
1;91.738;0.000;0.000;0.000;0.000;9.941;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1
1;89.450;0.000;0.000;0.000;0.000;9.510;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1
1;93.970;0.000;0.000;0.000;0.000;8.899;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1
1;94.050;0.000;0.000;0.000;0.000;8.899;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1
1;89.867;0.000;0.000;0.000;0.000;9.357;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1
1;96.858;0.000;0.000;0.000;0.000;9.095;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1
1;92.636;0.000;0.000;0.000;0.000;7.965;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1
1;87.151;0.000;0.000;0.000;0.000;10.613;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1
2;108.014;85.186;0.000;0.000;0.000;9.153;8.962;0.000;0.000;0.000;23.016;0.000;0.000;0.000;2
2;101.602;77.153;0.000;0.000;0.000;8.431;9.251;0.000;0.000;0.000;24.135;0.000;0.000;0.000;2
2;101.117;76.416;0.000;0.000;0.000;9.284;9.219;0.000;0.000;0.000;20.258;0.000;0.000;0.000;2
2;118.434;93.359;0.000;0.000;0.000;8.063;7.878;0.000;0.000;0.000;25.201;0.000;0.000;0.000;2
2;103.248;83.194;0.000;0.000;0.000;8.414;7.601;0.000;0.000;0.000;19.147;0.000;0.000;0.000;2
2;102.260;82.533;0.000;0.000;0.000;9.545;9.280;0.000;0.000;0.000;18.289;0.000;0.000;0.000;2
2;96.627;76.045;0.000;0.000;0.000;10.124;10.844;0.000;0.000;0.000;17.133;0.000;0.000;0.000;2
2;96.488;79.797;0.000;0.000;0.000;9.151;10.617;0.000;0.000;0.000;14.849;0.000;0.000;0.000;2
2;100.695;81.113;0.000;0.000;0.000;8.766;9.403;0.000;0.000;0.000;19.370;0.000;0.000;0.000;2
2;101.225;84.326;0.000;0.000;0.000;9.544;10.630;0.000;0.000;0.000;15.135;0.000;0.000;0.000;2
2;102.680;83.819;0.000;0.000;0.000;10.790;11.498;0.000;0.000;0.000;16.305;0.000;0.000;0.000;2
2;99.909;73.250;0.000;0.000;0.000;9.254;9.603;0.000;0.000;0.000;25.346;0.000;0.000;0.000;2
2;99.734;80.239;0.000;0.000;0.000;8.545;9.494;0.000;0.000;0.000;19.495;0.000;0.000;0.000;2
2;100.971;85.808;0.000;0.000;0.000;8.905;10.440;0.000;0.000;0.000;14.429;0.000;0.000;0.000;2
2;109.638;76.220;0.000;0.000;0.000;8.420;9.038;0.000;0.000;0.000;35.243;0.000;0.000;0.000;2
2;109.237;78.505;0.000;0.000;0.000;7.281;7.595;0.000;0.000;0.000;32.596;0.000;0.000;0.000;2
2;101.700;82.018;0.000;0.000;0.000;10.565;10.838;0.000;0.000;0.000;16.542;0.000;0.000;0.000;2
2;98.634;78.144;0.000;0.000;0.000;9.633;9.030;0.000;0.000;0.000;18.229;0.000;0.000;0.000;2
2;103.473;88.304;0.000;0.000;0.000;8.944;8.301;0.000;0.000;0.000;15.521;0.000;0.000;0.000;2
2;115.203;84.503;0.000;0.000;0.000;6.966;6.169;0.000;0.000;0.000;36.198;0.000;0.000;0.000;2
2;100.128;82.085;0.000;0.000;0.000;9.720;9.250;0.000;0.000;0.000;15.551;0.000;0.000;0.000;2
2;94.924;66.080;0.000;0.000;0.000;4.983;6.346;0.000;0.000;0.000;33.039;0.000;0.000;0.000;2
2;104.018;78.428;0.000;0.000;0.000;6.995;7.157;0.000;0.000;0.000;27.331;0.000;0.000;0.000;2
2;105.928;78.522;0.000;0.000;0.000;9.448;10.320;0.000;0.000;0.000;24.398;0.000;0.000;0.000;2
2;97.987;75.574;0.000;0.000;0.000;9.203;9.978;0.000;0.000;0.000;18.883;0.000;0.000;0.000;2
2;100.821;74.326;0.000;0.000;0.000;9.460;9.862;0.000;0.000;0.000;24.164;0.000;0.000;0.000;2
2;101.239;80.774;0.000;0.000;0.000;12.041;12.928;0.000;0.000;0.000;17.823;0.000;0.000;0.000;2
2;97.097;73.397;0.000;0.000;0.000;6.437;7.820;0.000;0.000;0.000;23.700;0.000;0.000;0.000;2
2;102.660;77.923;0.000;0.000;0.000;6.021;7.530;0.000;0.000;0.000;27.137;0.000;0.000;0.000;2
2;111.843;89.846;0.000;0.000;0.000;8.296;8.711;0.000;0.000;0.000;22.515;0.000;0.000;0.000;2
2;109.339;88.486;0.000;0.000;0.000;9.692;8.671;0.000;0.000;0.000;20.886;0.000;0.000;0.000;2
2;96.748;83.326;0.000;0.000;0.000;9.163;10.608;0.000;0.000;0.000;12.281;0.000;0.000;0.000;2
2;104.794;85.121;0.000;0.000;0.000;9.477;7.094;0.000;0.000;0.000;18.387;0.000;0.000;0.000;2
2;104.278;90.200;0.000;0.000;0.000;9.344;10.891;0.000;0.000;0.000;13.240;0.000;0.000;0.000;2
2;104.114;84.843;0.000;0.000;0.000;9.920;10.791;0.000;0.000;0.000;17.137;0.000;0.000;0.000;2
2;108.042;84.021;0.000;0.000;0.000;8.830;8.753;0.000;0.000;0.000;24.364;0.000;0.000;0.000;2
2;117.775;90.335;0.000;0.000;0.000;9.873;8.823;0.000;0.000;0.000;26.818;0.000;0.000;0.000;2
2;129.757;109.934;0.000;0.000;0.000;11.028;10.821;0.000;0.000;0.000;21.121;0.000;0.000;0.000;2
2;124.503;102.639;0.000;0.000;0.000;10.068;9.158;0.000;0.000;0.000;22.168;0.000;0.000;0.000;2
2;99.495;88.160;0.000;0.000;0.000;8.355;9.386;0.000;0.000;0.000;11.235;0.000;0.000;0.000;2
2;103.238;82.403;0.000;0.000;0.000;8.799;10.604;0.000;0.000;0.000;20.100;0.000;0.000;0.000;2
2;99.684;81.479;0.000;0.000;0.000;10.200;10.588;0.000;0.000;0.000;15.171;0.000;0.000;0.000;2
2;98.593;75.846;0.000;0.000;0.000;8.553;9.279;0.000;0.000;0.000;22.229;0.000;0.000;0.000;2
2;101.314;81.515;0.000;0.000;0.000;9.143;8.841;0.000;0.000;0.000;17.737;0.000;0.000;0.000;2
3;174.196;116.730;88.041;0.000;0.000;6.742;10.903;8.435;0.000;0.000;57.527;29.577;0.000;0.000;3
3;144.985;94.975;67.959;0.000;0.000;6.675;8.582;8.935;0.000;0.000;44.979;25.645;0.000;0.000;3
3;151.344;95.003;73.979;0.000;0.000;5.759;9.137;6.639;0.000;0.000;52.534;19.357;0.000;0.000;3
3;160.870;97.919;68.458;0.000;0.000;6.313;10.604;9.983;0.000;0.000;51.849;25.221;0.000;0.000;3
3;98.958;153.672;70.852;0.000;0.000;10.226;6.456;10.037;0.000;0.000;49.078;75.247;0.000;0.000;3
3;153.993;100.870;76.619;0.000;0.000;6.195;9.979;10.350;0.000;0.000;44.432;21.839;0.000;0.000;3
3;96.777;156.451;71.329;0.000;0.000;10.161;4.883;10.318;0.000;0.000;50.432;73.268;0.000;0.000;3
3;154.814;102.128;75.947;0.000;0.000;6.019;10.179;10.280;0.000;0.000;44.092;23.447;0.000;0.000;3
3;134.524;92.328;75.649;0.000;0.000;4.776;8.303;9.070;0.000;0.000;39.654;16.180;0.000;0.000;3
3;138.092;94.689;71.948;0.000;0.000;5.649;8.631;9.293;0.000;0.000;38.750;20.997;0.000;0.000;3
3;143.635;93.857;76.583;0.000;0.000;6.833;9.433;10.915;0.000;0.000;44.730;16.461;0.000;0.000;3
3;147.881;99.981;81.385;0.000;0.000;6.084;7.927;9.739;0.000;0.000;42.446;17.622;0.000;0.000;3
3;146.152;92.414;61.496;0.000;0.000;5.582;10.056;9.356;0.000;0.000;45.988;27.688;0.000;0.000;3
3;133.489;96.535;69.382;0.000;0.000;6.477;10.032;10.788;0.000;0.000;32.650;24.862;0.000;0.000;3
3;164.290;99.254;76.010;0.000;0.000;4.409;8.810;8.734;0.000;0.000;53.955;20.283;0.000;0.000;3
